rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000029090	Gpr125	2426.95772643395	1.90874899746748	0.263920097324961	7.23229877835814	4.74885979523327e-13	3.20861258845591e-11	Gpr125	3.64	6.54	7.48	13.61	13.23	1.95	7.25	2.31	7.37	10.17
ENSMUSG00000029092	4930435H24Rik	5.32729863858003	5.19622904743751	1.91850645868433	2.70847618151934	0.006759296369004	0.0249011850921219	4930435H24Rik	0	0.01	0	0.03	0.02	0	0	0	0.05	0.04
ENSMUSG00000029126	Nsg1	335.590871333786	1.64205636871218	0.485337619830722	3.38332802078047	0.00071613043316385	0.00408131184764018	Nsg1	2.36	1.67	3.77	4.28	4.28	0.64	2.01	0.84	3.18	2.73
ENSMUSG00000029163	Emilin1	1516.22523034708	1.66711211253893	0.43245716047794	3.85497631880227	0.000115740832129879	0.000917490230932711	Emilin1	3.84	3.48	9.32	9.47	11.66	1.23	3.42	1.93	5.26	5.92
ENSMUSG00000029189	Sel1l3	308.609947252181	-3.26747567305629	0.406017220277234	-8.04762830213263	8.44138585050217e-16	8.48305851482744e-14	Sel1l3	0.59	1.29	1.61	0.12	0.14	1.45	1	0.61	0.08	0.1
ENSMUSG00000029219	Slc10a4	49.0656678138676	5.19281814016086	0.769150582221507	6.75136736575386	1.46458237534343e-11	7.57480096276972e-10	Slc10a4	0.07	0	0.01	0.46	1.19	0	0.02	0.04	0.39	0.54
ENSMUSG00000029245	Epha5	101.084796712444	4.1993867765568	0.637181978443235	6.59056112480888	4.38167353349401e-11	2.0462415401417e-09	Epha5	0.03	0.08	0.07	0.26	0.41	0	0.05	0.03	0.38	0.4
ENSMUSG00000029255	Gnrhr	18.3246271003093	8.00908341025403	1.4998793022236	5.33981860965772	9.30396238644792e-08	2.04044633663011e-06	Gnrhr	0	0.01	0	0.07	0.16	0	0	0	0.11	0.28
ENSMUSG00000029282	Amtn	81.4960201468198	-2.24467516087633	0.742469335334614	-3.0232563879082	0.00250070278893647	0.0112322938847902	Amtn	2.29	1.06	0.81	0.14	2.19	1.02	2.51	0.56	0.27	0.15
ENSMUSG00000029299	Abcg3	20.1025601305833	2.7194480269607	0.769404541940732	3.53448397913172	0.000408572203175099	0.00257842187679421	Abcg3	0.05	0.01	0.06	0.08	0.11	0.01	0.03	0.02	0.08	0.14
ENSMUSG00000029304	Spp1	5397.80219448532	2.49474685018201	0.97955848215792	2.54680746032253	0.0108713396733696	0.0362332349567093	Spp1	12.62	8.32	36.19	72	21.36	3.74	23.75	15.84	73.92	48.06
ENSMUSG00000029306	Ibsp	5779.60846148008	3.69680112768659	1.47492997451658	2.50642484155782	0.0121958982885019	0.0396507032181014	Ibsp	10.78	8.01	28.94	69.4	80.16	0.62	11.96	1.91	62.81	30.25
ENSMUSG00000029335	Bmp3	711.048576909385	2.12578416739207	0.406302900734547	5.23201819024404	1.67669246093496e-07	3.4485133283323e-06	Bmp3	0.39	0.77	0.48	1.91	1.84	0.25	0.67	0.41	1.49	1.56
ENSMUSG00000029343	Crybb1	4.27875708885203	4.88450569572435	1.9939584862829	2.44965265291453	0.014299408230165	0.0448761728658038	Crybb1	0.06	0	0.02	0.11	0.1	0	0.01	0	0.13	0.09
ENSMUSG00000029359	Tesc	578.519552153646	2.95702675300528	0.462100657252918	6.39909661800554	1.56298921053704e-10	6.39617079507915e-09	Tesc	4.79	1.16	3.99	5.91	9.91	2.84	1.48	1.6	5.02	18.78
ENSMUSG00000029360	Gm9754	16.0126874072575	4.02074910371905	1.09044227564679	3.68726451047962	0.000226677701079219	0.00161688613555069	Gm9754	0.01	0	0.01	0.04	0.14	0.01	0.01	0	0.04	0.16
ENSMUSG00000029361	Nos1	69.0109147427399	2.67260797328642	0.418430407192348	6.38722216967814	1.68926132215766e-10	6.79040285397958e-09	Nos1	0.02	0.02	0.04	0.44	1.38	0.03	0.03	0.03	0.12	0.12
ENSMUSG00000029368	Alb	6.07873336389307	6.4201190543092	2.41669717235864	2.65656745401962	0.00789406565669995	0.0281540823218962	Alb	0.01	0	0	0.01	0.09	0	0	0	0	0.13
ENSMUSG00000029379	Cxcl3	22.3674257013441	-7.60913007777536	1.64574264301511	-4.62352367793967	3.77275653622363e-06	5.15967513196889e-05	Cxcl3	0.25	0.2	3.5	0.03	0	0.4	0.25	0.62	0	0
ENSMUSG00000029603	Dtx1	19.7450821324195	1.67940862277206	0.660375165894231	2.54311292959954	0.0109869712863213	0.0365113290255774	Dtx1	0.02	0.01	0.24	0.06	0.05	0.07	0.04	0.26	0.07	0.1
ENSMUSG00000029641	Rasl11a	189.266204885427	2.07135954035689	0.334906201955731	6.18489454139966	6.21440001207428e-10	2.26312484843384e-08	Rasl11a	1.64	1.06	1.56	2.04	5.55	0.69	0.93	0.89	1.89	3.9
ENSMUSG00000029648	Flt1	1190.59956159091	2.20756455585393	0.333812120818263	6.61319472295552	3.76113181343356e-11	1.78800152496102e-09	Flt1	1.51	1.38	2.21	3.53	4.5	0.48	1.29	0.98	2.78	3.57
ENSMUSG00000029664	Tfpi2	45.5129310093956	2.80199256448802	0.686009163585498	4.08448270551244	4.41751162310041e-05	0.000419505081050169	Tfpi2	0.22	0.19	0.34	0.81	1.12	0.03	0.13	0.16	0.52	0.59
ENSMUSG00000029669	Tspan12	522.445520971937	2.88243709839002	0.355827079408163	8.10066817619472	5.46581467224025e-16	5.59911002360197e-14	Tspan12	1.11	0.87	1.08	3.73	4.15	0.36	1.52	0.86	3.91	4.98
ENSMUSG00000029675	Eln	9140.25980300224	2.26260436257464	0.352401555826523	6.42052886874442	1.35801712949337e-10	5.60067428106382e-09	Eln	12.31	9.79	15.31	40.34	48.9	5.4	13.35	9.14	30.85	41.39
ENSMUSG00000029678	Hyal5	11.2396153474858	6.307978825008	1.57269708963561	4.01093056417466	6.04798969257888e-05	0.000543771123096079	Hyal5	0.01	0.01	0.03	0.15	0.28	0.01	0	0	0.12	0.1
ENSMUSG00000029712	Actl6b	18.0395718688385	-1.92938650872433	0.770850680133487	-2.50293157734546	0.0123169353442615	0.0399771666795145	Actl6b	0.2	0.19	0.19	0.02	0.08	0.21	0.13	0.17	0.03	0.04
ENSMUSG00000029718	Pcolce	2456.08773851231	2.05531660702701	0.471495733132098	4.35914147806546	1.30573681024296e-05	0.000148407223142718	Pcolce	11.98	11.55	18.79	41.21	49.16	3.46	12.17	7.71	24.8	26.52
ENSMUSG00000029778	Adcyap1r1	59.7279622920273	-2.36408740045135	0.6125156302366	-3.85963603824797	0.000113556027857546	0.000905141872651662	Adcyap1r1	0.17	0.2	0.36	0.02	0.03	0.1	0.21	0.24	0.02	0.11
ENSMUSG00000029798	Herc6	75.6026318657859	1.57242122549921	0.470782191638458	3.3400184914105	0.00083772811756254	0.00464111899883392	Herc6	0.24	0.38	0.39	0.53	0.37	0.11	0.15	0.27	0.31	0.35
ENSMUSG00000029847	2010107G12Rik	35.5158167676953	-1.8457590123156	0.609213264817588	-3.02974199497816	0.00244762731303801	0.0110533067339072	2010107G12Rik	0.61	0.3	0.95	0.09	0.06	0.57	0.18	0.2	0.07	0.08
ENSMUSG00000029913	Prdm5	288.600554097143	2.02931295824771	0.454395803144158	4.46595884954489	7.97109315764462e-06	9.79605395952642e-05	Prdm5	1.03	0.76	1.02	1.6	1.55	0.33	0.85	0.71	1.9	1.75
ENSMUSG00000030031	Kbtbd8	319.220596093907	1.67852589764684	0.228279970062594	7.35292674686524	1.9391322146157e-13	1.38691627494001e-11	Kbtbd8	0.72	0.65	0.75	1.1	1.4	0.4	0.29	0.31	0.85	1.13
ENSMUSG00000030068	Gm20696	310.646349956606	1.67817043694727	0.331449886519068	5.06311966062696	4.12450785135307e-07	7.61499251904466e-06	Gm20696	1.63	1.28	0.75	1.99	1.92	0.81	1.09	0.91	2.21	2.32
ENSMUSG00000030074	Gxylt2	860.040304509436	1.85081419697253	0.517251015906487	3.57817411673704	0.000346002931935333	0.00226083726471985	Gxylt2	0.9	0.96	1.03	2.39	3.05	0.31	1.24	0.48	1.8	1.68
ENSMUSG00000030123	Plxnd1	3316.88269213109	1.59668896426208	0.318837637171628	5.00784342283467	5.50432825993027e-07	9.80413537423855e-06	Plxnd1	3.85	5.52	10.98	8.23	13.47	1.69	3.54	2.82	6.4	6.87
ENSMUSG00000030144	Clec4d	66.8304274910338	-2.09012028979294	0.43773831811681	-4.77481683299929	1.79870892386022e-06	2.69942346815241e-05	Clec4d	0.84	0.92	8.16	0.3	0.08	0.86	1.2	1.17	0.21	0.23
ENSMUSG00000030205	Gprc5d	6857.91172727868	14.7082944247145	1.03726152506237	14.1799286576548	1.21970492151226e-45	6.05202335742862e-43	Gprc5d	0	0	0.02	136.19	460.69	0.02	0	0	86.8	139.35
ENSMUSG00000030218	Mgp	444.04646452478	2.35594967609298	0.605290615798064	3.89226202191604	9.93138997583451e-05	0.000810433169180197	Mgp	6.55	8.3	15.89	14.05	13.53	1.43	7.35	3.2	17.16	12.88
ENSMUSG00000030249	Abcc9	822.145069364141	1.67885276797092	0.318121878139389	5.27738858386631	1.31037825916958e-07	2.80029421252955e-06	Abcc9	0.64	0.92	1.09	1.71	2.14	0.42	0.79	0.64	1.68	1.61
ENSMUSG00000030268	Bcat1	164.225224785967	2.06640899540777	0.393749329102538	5.24803178742598	1.5373277635863e-07	3.21603296840886e-06	Bcat1	0.62	0.38	0.79	1.39	2.69	0.52	0.34	0.47	0.96	0.9
ENSMUSG00000030411	Nova2	163.207029842605	2.21153666625027	0.343724946226902	6.43403014685579	1.24264196283158e-10	5.19228133837889e-09	Nova2	0.09	0.12	0.12	0.38	0.39	0.06	0.08	0.08	0.27	0.26
ENSMUSG00000030443	Zfp583	14.7697325871724	2.62768468340267	1.00729609121993	2.60865172247447	0.00908997052290981	0.0315201030711426	Zfp583	0.31	0.07	0.12	0.13	0.16	0.01	0.03	0.02	0.1	0.17
ENSMUSG00000030450	Oca2	27.3941889293302	-7.91028737797381	1.60747390471002	-4.92094294955337	8.61282361958762e-07	1.44408039526729e-05	Oca2	0.01	0.03	0.29	0	0	0.15	0.25	0.08	0	0
ENSMUSG00000030484	Lypd5	40398.2816002305	-1.64261486316457	0.276048807186708	-5.95045086376182	2.67404843174998e-09	8.56018971760608e-08	Lypd5	177.5	297.46	225.34	109.57	81.5	336.63	197.39	212.03	61.97	61.04
ENSMUSG00000030494	Rhpn2	66.4470469347637	2.61676522331188	0.744768246856175	3.51352952325478	0.000442195270013571	0.00275664566049292	Rhpn2	0.09	0.1	0.16	0.46	0.36	0.02	0.11	0.06	0.28	0.35
ENSMUSG00000030519	Apba2	33.1557870217671	2.2028059862547	0.594294760018191	3.70658826974559	0.000210070041286908	0.0015253893523143	Apba2	0.1	0.21	0.08	0.27	0.12	0.11	0.07	0.07	0.2	0.28
ENSMUSG00000030523	Trpm1	61.7471866271211	-2.50376485194995	0.595648338543179	-4.20342791196832	2.62902905936582e-05	0.000268621128729797	Trpm1	0.08	0.21	0.89	0.01	0.01	0.73	0.48	0.4	0.06	0.06
ENSMUSG00000030551	Nr2f2	933.109853952467	1.55810139949206	0.240380567041019	6.48181098277459	9.06281357312148e-11	3.88917172740602e-09	Nr2f2	1.54	1.78	3.09	3.56	4.4	1.75	1.74	1.75	2.88	6.31
ENSMUSG00000030761	Myo7a	713.939183543928	1.57621235137035	0.30110675620451	5.23472927422389	1.65226859865936e-07	3.42043296082312e-06	Myo7a	1.35	1.55	3.43	3.58	4.08	0.73	1.32	0.69	2.24	2.42
ENSMUSG00000030787	Lyve1	268.146125712803	1.51206879665787	0.302860953883095	4.99261716398586	5.95665561095746e-07	1.04739510288796e-05	Lyve1	0.27	0.11	0.58	1.63	1.76	0.71	0.53	0.45	1.4	1.49
ENSMUSG00000030792	Dkkl1	5792.71316679945	-1.54579619748774	0.229356410012354	-6.73971221211773	1.58700650349815e-11	8.18132768264401e-10	Dkkl1	65.33	83.23	64.08	27.92	17.63	105.12	87.03	83.12	24.37	24.71
ENSMUSG00000030905	Crym	18.6464904987428	2.66158693920732	0.832877676059786	3.19565167336321	0.00139515431993137	0.00701020895312351	Crym	0.05	0.12	0.1	0.28	0.13	0.02	0.06	0.05	0.2	0.25
ENSMUSG00000031099	Smarca1	124.710446723388	1.87462905786216	0.407038455776892	4.60553304302456	4.11410649163163e-06	5.54536904519062e-05	Smarca1	0.17	0.18	0.11	0.39	0.48	0.12	0.21	0.13	0.43	0.55
ENSMUSG00000031189	Aff2	85.6748354269791	1.52707070128262	0.590372317270622	2.58662314713957	0.00969215299085803	0.0331806824469262	Aff2	0.2	0.17	0.2	0.5	0.4	0.15	0.2	0.12	0.37	0.48
ENSMUSG00000031202	Rab39b	31.0785463501444	3.54992632511109	0.676228947991037	5.2495923690598	1.52436149229131e-07	3.19733312742423e-06	Rab39b	0.04	0.05	0.04	0.14	0.36	0.02	0.02	0.01	0.13	0.18
ENSMUSG00000031239	Itm2a	1451.17476544694	1.96416002369556	0.499011554076285	3.93610129394979	8.28160286384577e-05	0.00070431328479991	Itm2a	3.34	2.97	2.6	21.24	26.1	1.58	5.7	4.56	13.06	10.67
ENSMUSG00000031250	Tnmd	297.852650955447	1.77392826816099	0.64675344122353	2.74281999150259	0.00609140675974753	0.022913848976847	Tnmd	1.43	1.12	1.15	2.34	2.81	0.33	2.22	1.07	2.75	3.85
ENSMUSG00000031284	Pak3	2472.25083495289	-1.62937374792824	0.212490782945777	-7.66797376027373	1.74734620498388e-14	1.48365577768631e-12	Pak3	4.25	5.09	5.95	1.49	1.35	5.67	4.32	3.55	0.94	1.12
ENSMUSG00000031290	Lrch2	141.286080837029	2.16535951888914	0.439218944547887	4.93002304606435	8.22199168034183e-07	1.38952986221033e-05	Lrch2	0.34	0.28	0.32	0.44	0.45	0.09	0.16	0.14	0.33	0.69
ENSMUSG00000031342	Gpm6b	1703.92371171925	1.82873632540754	0.454320504077105	4.02521195718953	5.69240196643151e-05	0.000517959647123207	Gpm6b	2.6	2.42	3.87	4.07	5.47	0.86	2.99	2.04	3.91	7.38
ENSMUSG00000031362	Xlr4c	73.6734262900869	-1.99731163894724	0.561075078017764	-3.55979389782129	0.0003711459625777	0.00238295818593155	Xlr4c	0.28	0.68	0.33	0.48	0.25	1.64	0.81	0.79	0.23	0.2
ENSMUSG00000031367	Ap1s2	578.036407135668	1.59508538127357	0.278385118638853	5.72977962713178	1.00561191077986e-08	2.82603644590488e-07	Ap1s2	1.58	1.44	1.54	2.94	2.93	1.07	1.47	1.05	2.98	3.1
ENSMUSG00000031438	Rnf128	306.699364640027	2.48507899978102	0.335839792221781	7.39959664499771	1.36598776785121e-13	1.00879785013681e-11	Rnf128	0.58	0.51	0.83	1.41	3	0.34	0.39	0.43	1.05	2.51
ENSMUSG00000031444	F10	13.0665006835422	-2.85373752856322	1.07532902613305	-2.65382730235176	0.00795845463877285	0.0283328122767792	F10	0.07	0.03	0.71	0.03	0.01	0.14	0.1	0.09	0.02	0.01
ENSMUSG00000031465	Angpt2	141.703698654591	1.73039914898841	0.479720497509729	3.6070986292457	0.000309639985108337	0.00207270812965859	Angpt2	0.21	0.33	0.45	0.86	1.15	0.11	0.33	0.48	0.52	0.65
ENSMUSG00000031497	Tnfsf13b	50.9643133766929	1.6822604960415	0.434108202462507	3.87521011236085	0.000106532736458883	0.000856469260503364	Tnfsf13b	0.37	0.24	0.3	0.32	0.59	0.17	0.18	0.09	0.27	0.34
ENSMUSG00000031502	Col4a1	30277.514829308	2.08302565894945	0.206014997164199	10.111038941933	4.93580448073661e-24	9.32984566013522e-22	Col4a1	30.94	53.19	38.66	123.66	186.84	26.61	32.9	28.04	93.11	96.91
ENSMUSG00000031503	Col4a2	21917.4980814455	1.65215218562526	0.192896755593312	8.56495580002661	1.08117311239365e-17	1.35841990965645e-15	Col4a2	14.57	29.59	22.98	49.8	70.16	15.9	19.22	15.8	40.35	43.72
ENSMUSG00000031517	Gpm6a	464.852831164134	3.61440663635599	0.365955716451574	9.87662297340906	5.25748824777779e-23	9.27537759980174e-21	Gpm6a	0.25	0.31	0.2	1.14	2.66	0.2	0.33	0.22	1.51	3.65
ENSMUSG00000031558	Slit2	2474.06168046857	1.5592912554981	0.400523322345786	3.89313472774978	9.8957157842477e-05	0.000809084321432981	Slit2	3.23	3.84	3.78	6.18	7.64	1.48	3.34	2.36	5.17	6.96
ENSMUSG00000031595	Pdgfrl	681.284445622901	1.77426472867946	0.503714646500976	3.52236080686611	0.000427721584986325	0.00268198518064252	Pdgfrl	2.08	2.58	3.72	7.83	10.97	0.99	3.94	2.07	5.23	7.57
ENSMUSG00000031610	Scrg1	161.634089157125	-2.26549553492633	0.406863858025311	-5.56819066191274	2.57398090698405e-08	6.51828849140234e-07	Scrg1	1.94	3.26	4.86	0.97	0.71	4.98	6	2.93	0.66	0.83
ENSMUSG00000031626	Sorbs2	759.867213088941	2.15962656766041	0.425286945875213	5.07804574912602	3.81336884564567e-07	7.09832010916319e-06	Sorbs2	1.22	1.06	2.73	2.94	3.23	0.56	1.45	1.21	2.72	3.87
ENSMUSG00000031636	Pdlim3	319.526260696783	-2.50002765698162	0.315075374688169	-7.9346970846449	2.11009694564103e-15	2.0062346887957e-13	Pdlim3	1.73	3.34	1.92	0.82	0.47	2.74	3.35	3.08	0.45	0.35
ENSMUSG00000031779	Ccl22	139.374111983929	-2.5393568246101	0.873197728320632	-2.90811203722883	0.00363618040776659	0.015158188348034	Ccl22	1.42	1.61	0.74	0.11	0.15	0.32	0.46	2	0.04	0.24
ENSMUSG00000031802	Phxr4	150.073466503336	1.87654457339189	0.326716259314615	5.74365223612838	9.26559842109619e-09	2.63654429623952e-07	Phxr4	0.89	1.11	0.64	1.6	1.71	0.51	0.64	0.56	1.64	1.6
ENSMUSG00000031844	Hsd17b2	133.748148441534	-2.18207686969103	0.548551306892434	-3.97789020329307	6.95294626302485e-05	0.00061290168498602	Hsd17b2	2.08	1.58	1.17	0.34	0.77	2.11	2.04	0.81	0.22	0.41
ENSMUSG00000031871	Cdh5	2303.58768084892	2.23083897654668	0.241627808512017	9.2325423562981	2.64283166137702e-20	3.99646486850899e-18	Cdh5	2.44	3.23	3.93	9.06	13.04	1.81	2.65	2.13	8.24	8.44
ENSMUSG00000031872	Bean1	274.241534020893	4.4318499209944	0.482859206761681	9.17834817879279	4.37754596288957e-20	6.49595091577202e-18	Bean1	0.23	0.21	0.24	0.98	3.71	0.1	0.11	0.07	0.75	2.95
ENSMUSG00000031936	Hephl1	6514.53669303727	1.96299470245265	0.219513499297607	8.94247829283295	3.8053858241381e-19	5.3470722226252e-17	Hephl1	6.98	12.04	5.93	26.11	59.76	6.08	4.06	5.93	14.18	19.09
ENSMUSG00000031963	Bmper	70.5034458096456	2.93785986793047	0.893026254022195	3.28977995293905	0.00100265759893869	0.00535672858544702	Bmper	0.12	0.07	0.26	0.29	0.36	0.01	0.21	0.04	0.26	0.38
ENSMUSG00000031972	Acta1	33.9112251654967	3.42447180818818	0.726323967832172	4.71479940061603	2.41948995444593e-06	3.5180092945689e-05	Acta1	0.22	0.17	0.06	0.54	0.97	0.03	0.06	0.09	0.5	0.38
ENSMUSG00000031980	Agt	11.5753651303735	4.43245643016884	1.2068543496311	3.67273518260402	0.00023996812842696	0.00169267611868648	Agt	0	0.1	0.02	0.08	0.21	0.01	0.01	0	0.08	0.16
ENSMUSG00000031990	Jam3	177.604122730304	1.63316817692161	0.576201042645814	2.83437213064105	0.00459158292269606	0.0182045235650077	Jam3	0.59	0.67	0.61	1.68	1.96	0.18	0.83	0.56	1.3	1.28
ENSMUSG00000032014	Oaf	916.387466493031	1.68981430400906	0.374560405533755	4.5114600450121	6.43829120871458e-06	8.18472280320016e-05	Oaf	3.14	3.93	3.59	7.46	6.77	2	4.33	2	5.57	8.19
ENSMUSG00000032015	Pou2f3	1150.08608852789	-2.046095954666	0.3410552714965	-5.9993089849866	1.98158977349348e-09	6.50076083130776e-08	Pou2f3	8.91	9.87	9.44	0.96	1.65	7.61	7.16	4.68	0.72	1.9
ENSMUSG00000032060	Cryab	188.395706629101	1.51754998421956	0.343251021217661	4.42110843206277	9.81958792875144e-06	0.000117141560580552	Cryab	1.55	2.49	2.71	3.73	5.09	1.66	1.76	1.25	3.48	3.22
ENSMUSG00000032068	Plet1	1173.44672530604	-2.15747416846942	0.282285648757962	-7.64287585274761	2.12422790852233e-14	1.78457622918082e-12	Plet1	16.32	18.99	15.83	3.57	3.38	11.71	7.67	13.26	1.53	2.54
ENSMUSG00000032085	Tagln	1544.75096299214	2.57202693876034	0.846470644199006	3.03853058152322	0.00237734974043768	0.0107973567444707	Tagln	10.31	4.71	6	21.53	21.74	1.39	6.07	2.78	18.33	12.78
ENSMUSG00000032091	Tmprss4	1914.7881947881	-1.50955687704288	0.402189553834548	-3.75334680538191	0.000174489185227161	0.00129889324099244	Tmprss4	22.06	21.21	18.12	2.39	4.7	13.82	9.54	13.27	1.53	5.78
ENSMUSG00000032125	Robo4	416.102463398877	2.17966925435586	0.318558364763304	6.84229169739556	7.7936185319918e-12	4.25247680587511e-10	Robo4	0.37	0.6	0.69	1.45	2.15	0.32	0.57	0.49	1.46	1.77
ENSMUSG00000032135	Mcam	1809.49738343241	2.09464543203315	0.280370685989479	7.47098586516193	7.95962055731796e-14	6.13509005869391e-12	Mcam	4.69	4.23	8.54	14.04	17.46	2.47	4.17	3.91	9.94	11.37
ENSMUSG00000032179	Bmp5	691.207384872396	1.74952591245365	0.411499477882873	4.25158719873668	2.12260834513496e-05	0.000223493204934038	Bmp5	0.98	0.9	1.82	3.25	3.48	0.45	1.19	0.98	2.19	2.48
ENSMUSG00000032204	Aqp9	1150.85180479653	-1.6165052036174	0.261307830356727	-6.18621034589973	6.16277630458712e-10	2.24948418768355e-08	Aqp9	5.15	6.61	4.83	2.94	2.12	7.48	5.42	4.93	1.5	1.45
ENSMUSG00000032207	Lipc	15.4774224638455	3.31701037368231	1.25494245303839	2.6431573540694	0.00821368534559699	0.0290460792689062	Lipc	0.08	0.02	0.02	0.06	0.07	0	0.11	0.03	0.25	0.08
ENSMUSG00000032232	Cgnl1	1170.81677188934	1.50573687563267	0.346077404353291	4.35086733976874	1.35600077643573e-05	0.00015269915126416	Cgnl1	1.6	2.33	2.54	3.59	7.98	0.62	1.47	0.94	2.3	2.73
ENSMUSG00000032257	Ankk1	83.6523412394956	-6.07762358031624	0.821747530300696	-7.39597425755852	1.40375201306714e-13	1.02242084694863e-11	Ankk1	1.5	1.93	0.41	0.01	0.12	0.4	0.52	0.57	0.01	0.01
ENSMUSG00000032291	Crabp1	191.418036782655	1.95648419130413	0.693798452906327	2.81996044111717	0.00480295700955676	0.0188814111306772	Crabp1	2.81	2.47	1.99	7.09	4.64	0.36	2.66	1.22	4.24	4.17
ENSMUSG00000032303	Chrna3	45.023892427743	-3.62972313160275	0.783864493337986	-4.63054923708311	3.64697044256595e-06	5.00922116670087e-05	Chrna3	0.17	0.28	0.08	0.02	0	0.23	0.33	0.09	0.02	0.01
ENSMUSG00000032318	Isl2	10.9810368203133	6.27925094474131	1.57857734637611	3.97779111625819	6.95584353410258e-05	0.00061290168498602	Isl2	0.01	0.02	0.02	0.29	0.41	0	0	0.03	0.1	0.21
ENSMUSG00000032356	Rasgrf1	92.266752528449	1.7541648706009	0.641129401424177	2.73605432336167	0.00621807601289574	0.0232800308730862	Rasgrf1	0.18	0.04	0.25	0.05	0.36	0.07	0.25	0.1	0.25	0.35
ENSMUSG00000032372	Plscr2	16.6526117840792	3.52524915554635	1.15462772209557	3.05314785717103	0.00226454330028754	0.010380028441676	Plscr2	0.04	0.02	0.07	0.06	0.08	0.01	0.04	0	0.19	0.22
ENSMUSG00000032374	Plod2	1680.59965858063	2.81153058337157	0.474055626111052	5.93080311362646	3.01456517644886e-09	9.53491352025e-08	Plod2	2.73	2.75	6.11	11.11	13.97	0.62	2.48	1.26	9.54	7.77
ENSMUSG00000032380	Dapk2	735.529452670521	-1.57675657060659	0.273099043402861	-5.77357046352099	7.76091289321699e-09	2.26938812004603e-07	Dapk2	11.09	7.64	15.11	1.86	1.81	7.55	4.62	5.74	1.6	1.57
ENSMUSG00000032419	Tbx18	2524.30719690741	2.25448839385795	0.296091649495811	7.61415729790733	2.65417407010621e-14	2.1835738800594e-12	Tbx18	2.2	2.19	3.13	8.36	9.3	1.5	2.51	2.02	5.3	10.5
ENSMUSG00000032456	Nmnat3	351.038668565735	-1.64932686066973	0.47398978399343	-3.4796675294854	0.000502036375950751	0.00305766535379595	Nmnat3	3.77	3.55	2.41	1.88	1.86	2.02	2.32	2.84	0.78	0.33
ENSMUSG00000032484	Ngp	61.9191034877114	4.38919684863594	1.06554039905233	4.1192214321856	3.80154697310372e-05	0.000371223633695824	Ngp	0.03	0.04	0.35	0.02	0	0.01	0.14	0.03	0.26	2.07
ENSMUSG00000032496	Ltf	35.98735222002	3.31978779125594	0.821009026228357	4.04354603323516	5.26488134549272e-05	0.000488578527198909	Ltf	0.07	0.06	0.06	0	0	0.15	0.03	0.14	0.21	1.48
ENSMUSG00000032507	Fbxl2	137.914227667782	1.82038676215029	0.568586050206277	3.20160292622352	0.00136665241257915	0.00689974785594017	Fbxl2	0.57	0.55	0.6	0.62	0.93	0.31	1.09	0.34	1.14	1.3
ENSMUSG00000032511	Scn5a	67.3835119166676	3.88495647670591	0.599885805680877	6.47616002898493	9.40862614986003e-11	4.02668911071368e-09	Scn5a	0.02	0	0.01	0.15	0.09	0.02	0	0.01	0.12	0.16
ENSMUSG00000032564	Cpne4	6.48621566496054	-5.83238220285863	1.89186563740214	-3.08287337512377	0.00205012368399186	0.0095786496124854	Cpne4	0.03	0.02	0.38	0.03	0.17	0.06	0.1	0.03	0	0
ENSMUSG00000032596	Uba7	88.3092708220801	1.62113668509222	0.469173784016177	3.45530108527189	0.000549678619827205	0.0033022312242211	Uba7	0.42	0.4	0.71	0.65	1.07	0.3	0.29	0.23	0.55	0.76
ENSMUSG00000032625	Thsd7a	610.185924822223	1.81712772218734	0.42794719750953	4.24614936787119	2.17475679840396e-05	0.000227925996337017	Thsd7a	0.41	0.76	0.63	1.11	1.29	0.24	0.52	0.31	0.55	2.03
ENSMUSG00000032649	Colgalt2	72.797824805302	2.26263546771532	0.412402259010801	5.48647690035097	4.10029012236277e-08	9.78583642871761e-07	Colgalt2	0.13	0.08	0.1	0.13	0.28	0.06	0.08	0.06	0.19	0.33
ENSMUSG00000032691	Nlrp3	172.556804328217	-3.31463054756712	0.387024879555073	-8.56438622596471	1.08653059910801e-17	1.35841990965645e-15	Nlrp3	0.53	0.89	5.5	0.07	0.04	0.81	0.61	0.86	0.06	0.06
